redCorner,blueCorner,winner,event,referee,method_of_victory,red_Knockdowns,blue_Knockdowns,red_sig_str,blue_sig_str,red_sig_str_percentage,blue_sig_str_percentage,red_total_strikes,blue_total_strikes,red_takedowns,blue_takedowns,red_takedown_percentage,blue_takedown_percentage,red_subs_attempted,blue_subs_attempted,round,time,red_height,blue_height,red_reach,blue_reach,red_stance,blue_stance
Takanori Gomi,Mac Danzig,Takanori Gomi,UFC Macao: Franklin vs Le,Steve Perceval,Decision - Split,1,0,54 of 140,64 of 122,38%,52%,88 of 175,95 of 155,1 of 2,2 of 5,50%,40%,0,1,3,5:00,"5' 7""","5' 8""","70""","70""",Southpaw,Orthodox
Zhang Tiequan,Jon Tuck,Jon Tuck,UFC Macao: Franklin vs Le,Marc Goddard,Decision - Unanimous,0,0,40 of 93,36 of 82,43%,43%,46 of 102,91 of 145,2 of 2,0 of 0,100%,---,0,2,3,5:00,"5' 8""","5' 11""","69""","73""",Orthodox,Orthodox
Takeya Mizugaki,Jeff Hougland,Takeya Mizugaki,UFC Macao: Franklin vs Le,Steve Perceval,Decision - Unanimous,0,0,63 of 112,14 of 25,56%,56%,103 of 164,73 of 89,4 of 4,1 of 7,100%,14%,0,0,3,5:00,"5' 7""","5' 7""","69""","68""",Orthodox,Orthodox
Alex Caceres,Motonobu Tezuka,Alex Caceres,UFC Macao: Franklin vs Le,Marc Goddard,Decision - Split,0,0,64 of 124,22 of 75,51%,29%,83 of 143,40 of 108,0 of 0,2 of 12,---,16%,0,0,3,5:00,"5' 10""","5' 7""","73""",--,Southpaw,Southpaw
Yasuhiro Urushitani,John Lineker,John Lineker,UFC Macao: Franklin vs Le,Steve Perceval,Decision - Unanimous,0,0,62 of 158,77 of 224,39%,34%,62 of 158,79 of 226,0 of 1,0 of 0,0%,---,0,0,3,5:00,"5' 5""","5' 3""",--,"67""",Southpaw,Orthodox
Riki Fukuda,Tom DeBlass,Riki Fukuda,UFC Macao: Franklin vs Le,Marc Goddard,Decision - Unanimous,0,0,85 of 164,44 of 120,51%,36%,229 of 325,67 of 144,3 of 5,0 of 0,60%,---,0,0,3,5:00,"6' 0""","6' 0""","73""",--,Southpaw,Orthodox
Anderson Silva,Stephan Bonnar,Anderson Silva,UFC 153: Silva vs Bonnar,Marc Goddard,KO/TKO,1,0,19 of 27,12 of 43,70%,27%,27 of 35,28 of 59,0 of 0,0 of 3,---,0%,0,0,1,4:40,"6' 2""","6' 4""","77""","79""",Southpaw,Orthodox
Antonio Rodrigo Nogueira,Dave Herman,Antonio Rodrigo Nogueira,UFC 153: Silva vs Bonnar,Mario Yamasaki,Submission,1,0,20 of 49,13 of 32,40%,40%,45 of 85,14 of 33,1 of 3,2 of 2,33%,100%,3,0,2,4:31,"6' 3""","6' 4""","77""","77""",Orthodox,Orthodox
Glover Teixeira,Fabio Maldonado,Glover Teixeira,UFC 153: Silva vs Bonnar,Mario Yamasaki,TKO - Doctor's Stoppage,1,0,85 of 145,10 of 36,58%,27%,117 of 183,14 of 40,3 of 3,0 of 0,100%,---,1,0,2,5:00,"6' 2""","6' 1""","76""","75""",Orthodox,Orthodox
Jon Fitch,Erick Silva,Jon Fitch,UFC 153: Silva vs Bonnar,Marc Goddard,Decision - Unanimous,0,0,82 of 131,19 of 33,62%,57%,176 of 234,24 of 38,6 of 9,2 of 3,66%,66%,2,2,3,5:00,"6' 0""","6' 0""","74""","74""",Orthodox,Orthodox
Phil Davis,Wagner Prado,Phil Davis,UFC 153: Silva vs Bonnar,Marc Goddard,Submission,0,0,29 of 49,2 of 11,59%,18%,59 of 82,2 of 11,5 of 6,0 of 0,83%,---,2,0,2,4:29,"6' 2""","6' 0""","79""","74""",Orthodox,Southpaw
Demian Maia,Rick Story,Demian Maia,UFC 153: Silva vs Bonnar,Mario Yamasaki,Submission,0,0,5 of 8,3 of 5,62%,60%,9 of 12,10 of 12,3 of 5,0 of 0,60%,---,1,0,1,2:30,"6' 1""","5' 9""","72""","71""",Southpaw,Southpaw
Rony Jason,Sam Sicilia,Rony Jason,UFC 153: Silva vs Bonnar,Fernando Yamasaki,KO/TKO,0,0,46 of 96,39 of 96,47%,40%,52 of 102,48 of 108,1 of 1,1 of 1,100%,100%,1,0,2,4:16,"5' 7""","5' 8""","73""","67""",Orthodox,Orthodox
Gleison Tibau,Francisco Trinaldo,Gleison Tibau,UFC 153: Silva vs Bonnar,Marc Goddard,Decision - Unanimous,0,1,36 of 63,45 of 97,57%,46%,96 of 134,70 of 129,5 of 6,0 of 0,83%,---,2,2,3,5:00,"5' 10""","5' 9""","71""","70""",Southpaw,Southpaw
Diego Brandao,Joey Gambino,Diego Brandao,UFC 153: Silva vs Bonnar,Fernando Yamasaki,Decision - Unanimous,1,0,33 of 77,39 of 109,42%,35%,84 of 133,59 of 129,3 of 4,0 of 4,75%,0%,0,1,3,5:00,"5' 7""","5' 7""","64""",--,Orthodox,Orthodox
Sergio Moraes,Renee Forte,Sergio Moraes,UFC 153: Silva vs Bonnar,Mario Yamasaki,Submission,0,0,16 of 45,26 of 76,35%,34%,27 of 58,38 of 88,4 of 11,0 of 0,36%,---,1,0,3,3:10,"6' 0""","5' 7""","72""","71""",Orthodox,Orthodox
Luiz Cane,Chris Camozzi,Chris Camozzi,UFC 153: Silva vs Bonnar,Marc Goddard,Decision - Unanimous,0,0,55 of 133,97 of 269,41%,36%,64 of 142,97 of 269,1 of 3,0 of 1,33%,0%,1,0,3,5:00,"6' 2""","6' 2""","77""","75""",Southpaw,Orthodox
Cristiano Marcello,Reza Madadi,Cristiano Marcello,UFC 153: Silva vs Bonnar,Fernando Yamasaki,Decision - Split,0,0,72 of 241,77 of 151,29%,50%,77 of 251,88 of 163,0 of 1,3 of 4,0%,75%,0,0,3,5:00,"5' 9""","5' 11""","72""","73""",Orthodox,Orthodox
Travis Browne,Antonio Silva,Antonio Silva,UFC on FX: Browne vs Bigfoot,Herb Dean,KO/TKO,0,1,8 of 19,15 of 20,42%,75%,8 of 19,23 of 28,0 of 0,0 of 2,---,0%,0,0,1,3:27,"6' 6""","6' 4""","79""","82""",Orthodox,Orthodox
Jake Ellenberger,Jay Hieron,Jake Ellenberger,UFC on FX: Browne vs Bigfoot,Josh Rosenthal,Decision - Unanimous,0,0,25 of 81,32 of 127,30%,25%,27 of 83,43 of 139,2 of 4,0 of 2,50%,0%,0,0,3,5:00,"5' 9""","6' 0""","71""","75""",Orthodox,Orthodox
John Dodson,Jussier Formiga,John Dodson,UFC on FX: Browne vs Bigfoot,Darryl Guthmiller,KO/TKO,2,0,33 of 112,9 of 37,29%,24%,36 of 115,9 of 37,0 of 2,0 of 5,0%,0%,0,0,2,4:35,"5' 3""","5' 5""","66""","67""",Orthodox,Orthodox
Josh Neer,Justin Edwards,Justin Edwards,UFC on FX: Browne vs Bigfoot,Nick Gamst,Submission,0,0,0 of 0,6 of 7,---,85%,0 of 0,7 of 8,0 of 1,0 of 1,0%,0%,0,1,1,0:45,"5' 11""","5' 10""","72""","70""",Orthodox,Orthodox
Michael Johnson,Danny Castillo,Michael Johnson,UFC on FX: Browne vs Bigfoot,Josh Rosenthal,KO/TKO,1,1,17 of 36,17 of 35,47%,48%,18 of 38,29 of 47,0 of 0,0 of 1,---,0%,0,1,2,1:06,"5' 10""","5' 9""","73""","71""",Southpaw,Orthodox
Aaron Simpson,Mike Pierce,Mike Pierce,UFC on FX: Browne vs Bigfoot,Darryl Guthmiller,KO/TKO,1,1,28 of 44,10 of 21,63%,47%,50 of 72,21 of 32,1 of 1,0 of 2,100%,0%,1,0,2,0:29,"6' 0""","5' 8""","73""","71""",Orthodox,Orthodox
Marcus LeVesseur,Carlo Prater,Marcus LeVesseur,UFC on FX: Browne vs Bigfoot,Josh Rosenthal,Decision - Split,0,0,53 of 77,42 of 79,68%,53%,109 of 140,54 of 91,3 of 7,0 of 5,42%,0%,0,3,3,5:00,"5' 9""","5' 11""","70""","72""",Southpaw,Switch
Jacob Volkmann,Shane Roller,Jacob Volkmann,UFC on FX: Browne vs Bigfoot,Herb Dean,Submission,0,0,8 of 25,0 of 7,32%,0%,14 of 32,0 of 7,1 of 4,0 of 0,25%,---,2,0,1,2:38,"5' 9""","5' 10""","71""","72""",Southpaw,Orthodox
Bart Palaszewski,Diego Nunes,Diego Nunes,UFC on FX: Browne vs Bigfoot,Darryl Guthmiller,Decision - Unanimous,0,2,37 of 119,61 of 137,31%,44%,45 of 128,68 of 148,0 of 0,3 of 6,---,50%,2,0,3,5:00,"5' 9""","5' 6""","70""","67""",Orthodox,Orthodox
Darren Uyenoyama,Phil Harris,Darren Uyenoyama,UFC on FX: Browne vs Bigfoot,Nick Gamst,Submission,0,0,7 of 43,10 of 57,16%,17%,16 of 55,13 of 62,0 of 0,2 of 3,---,66%,2,0,2,3:38,"5' 6""","5' 4""","65""","65""",Orthodox,Orthodox
Stefan Struve,Stipe Miocic,Stefan Struve,UFC on FUEL TV: Struve vs Miocic,Herb Dean,KO/TKO,0,0,57 of 128,48 of 95,44%,50%,57 of 128,48 of 95,0 of 0,1 of 3,---,33%,0,0,2,3:50,"6' 11""","6' 4""","84""","80""",Orthodox,Orthodox
Dan Hardy,Amir Sadollah,Dan Hardy,UFC on FUEL TV: Struve vs Miocic,Marc Goddard,Decision - Unanimous,0,0,65 of 141,61 of 134,46%,45%,102 of 180,70 of 144,3 of 7,0 of 2,42%,0%,0,0,3,5:00,"6' 0""","5' 10""","74""","75""",Orthodox,Orthodox
Brad Pickett,Yves Jabouin,Brad Pickett,UFC on FUEL TV: Struve vs Miocic,Leon Roberts,KO/TKO,1,0,14 of 48,26 of 57,29%,45%,14 of 48,26 of 57,0 of 1,0 of 0,0%,---,0,0,1,3:40,"5' 6""","5' 7""","68""","68""",Orthodox,Orthodox
Paul Sass,Matt Wiman,Matt Wiman,UFC on FUEL TV: Struve vs Miocic,Herb Dean,Submission,0,0,6 of 10,3 of 4,60%,75%,14 of 19,7 of 8,1 of 1,0 of 0,100%,---,0,2,1,3:48,"6' 0""","5' 10""","73""","68""",Orthodox,Orthodox
John Hathaway,John Maguire,John Hathaway,UFC on FUEL TV: Struve vs Miocic,Marc Goddard,Decision - Unanimous,0,0,41 of 135,13 of 41,30%,31%,126 of 231,31 of 60,1 of 2,1 of 3,50%,33%,0,0,3,5:00,"6' 1""","5' 9""","75""","69""",Orthodox,Southpaw
Che Mills,Duane Ludwig,Che Mills,UFC on FUEL TV: Struve vs Miocic,Herb Dean,KO/TKO,0,0,8 of 13,2 of 10,61%,20%,16 of 25,5 of 13,2 of 2,0 of 0,100%,---,0,0,1,2:28,"6' 1""","5' 10""","76""","70""",Orthodox,Orthodox
Kyle Kingsbury,Jimi Manuwa,Jimi Manuwa,UFC on FUEL TV: Struve vs Miocic,Leon Roberts,TKO - Doctor's Stoppage,0,1,28 of 44,53 of 77,63%,68%,58 of 74,55 of 79,2 of 8,0 of 0,25%,---,0,1,2,5:00,"6' 4""","6' 1""","79""","79""",Orthodox,Orthodox
Andy Ogle,Akira Corassani,Akira Corassani,UFC on FUEL TV: Struve vs Miocic,Marc Goddard,Decision - Split,1,0,52 of 105,45 of 93,49%,48%,102 of 156,51 of 99,1 of 11,0 of 0,9%,---,0,0,3,5:00,"5' 8""","5' 8""","69""","68""",Orthodox,Orthodox
Tom Watson,Brad Tavares,Brad Tavares,UFC on FUEL TV: Struve vs Miocic,Leon Roberts,Decision - Split,0,0,65 of 127,83 of 173,51%,47%,72 of 134,92 of 183,0 of 2,5 of 12,0%,41%,0,0,3,5:00,"6' 1""","6' 1""","73""","74""",Orthodox,Orthodox
DaMarques Johnson,Gunnar Nelson,Gunnar Nelson,UFC on FUEL TV: Struve vs Miocic,Herb Dean,Submission,0,0,1 of 4,9 of 10,25%,90%,1 of 4,16 of 17,0 of 0,1 of 1,---,100%,0,2,1,3:34,"6' 1""","5' 11""","75""","72""",Orthodox,Switch
Jason Young,Robert Peralta,Robert Peralta,UFC on FUEL TV: Struve vs Miocic,Marc Goddard,KO/TKO,0,1,2 of 2,7 of 17,100%,41%,2 of 2,7 of 17,0 of 0,0 of 0,---,---,0,0,1,0:23,"5' 9""","5' 8""","73""","71""",Orthodox,Orthodox
Jon Jones,Vitor Belfort,Jon Jones,UFC 152: Jones vs Belfort,John McCarthy,Submission,1,0,65 of 110,16 of 36,59%,44%,96 of 144,22 of 43,1 of 1,0 of 0,100%,---,1,1,4,0:54,"6' 4""","6' 0""","84""","74""",Orthodox,Southpaw
Joseph Benavidez,Demetrious Johnson,Demetrious Johnson,UFC 152: Jones vs Belfort,Yves Lavigne,Decision - Split,0,0,44 of 250,77 of 156,17%,49%,53 of 259,96 of 177,0 of 7,5 of 10,0%,50%,2,0,5,5:00,"5' 4""","5' 3""","65""","66""",Southpaw,Orthodox
Michael Bisping,Brian Stann,Michael Bisping,UFC 152: Jones vs Belfort,Josh Rosenthal,Decision - Unanimous,0,0,64 of 141,57 of 141,45%,40%,88 of 168,72 of 158,4 of 13,0 of 0,30%,---,0,0,3,5:00,"6' 1""","6' 1""","75""","74""",Orthodox,Orthodox
Matt Hamill,Roger Hollett,Matt Hamill,UFC 152: Jones vs Belfort,Dan Miragliotta,Decision - Unanimous,0,0,94 of 144,26 of 72,65%,36%,151 of 216,32 of 79,6 of 8,0 of 0,75%,---,0,0,3,5:00,"6' 1""","5' 11""","76""",--,Orthodox,Orthodox
Cub Swanson,Charles Oliveira,Cub Swanson,UFC 152: Jones vs Belfort,Yves Lavigne,KO/TKO,1,0,9 of 21,6 of 18,42%,33%,9 of 21,10 of 22,0 of 0,1 of 2,---,50%,0,0,1,2:40,"5' 8""","5' 10""","70""","74""",Orthodox,Orthodox
Igor Pokrajac,Vinny Magalhaes,Vinny Magalhaes,UFC 152: Jones vs Belfort,John McCarthy,Submission,0,0,8 of 13,15 of 19,61%,78%,22 of 31,25 of 32,1 of 2,1 of 3,50%,33%,0,2,2,1:14,"6' 0""","6' 3""","74""","75""",Orthodox,Orthodox
TJ Grant,Evan Dunham,TJ Grant,UFC 152: Jones vs Belfort,Dan Miragliotta,Decision - Unanimous,0,0,164 of 300,160 of 377,54%,42%,171 of 309,183 of 410,0 of 3,3 of 8,0%,37%,0,0,3,5:00,"5' 10""","5' 10""","72""","70""",Orthodox,Southpaw
Sean Pierson,Lance Benoist,Sean Pierson,UFC 152: Jones vs Belfort,Josh Rosenthal,Decision - Unanimous,0,1,74 of 159,91 of 200,46%,45%,112 of 202,109 of 218,0 of 3,0 of 1,0%,0%,0,0,3,5:00,"6' 0""","5' 11""","76""","72""",Southpaw,Southpaw
Jimy Hettes,Marcus Brimage,Marcus Brimage,UFC 152: Jones vs Belfort,Yves Lavigne,Decision - Unanimous,0,1,87 of 175,111 of 282,49%,39%,113 of 204,120 of 294,2 of 9,0 of 0,22%,---,0,0,3,5:00,"5' 9""","5' 4""","71""","71""",Southpaw,Southpaw
Seth Baczynski,Simeon Thoresen,Seth Baczynski,UFC 152: Jones vs Belfort,John McCarthy,KO/TKO,1,0,15 of 78,17 of 54,19%,31%,15 of 78,17 of 54,0 of 0,0 of 0,---,---,0,0,1,4:10,"6' 3""","6' 1""","75""","79""",Orthodox,Orthodox
Mitch Gagnon,Walel Watson,Mitch Gagnon,UFC 152: Jones vs Belfort,Josh Rosenthal,Submission,1,0,5 of 11,1 of 8,45%,12%,6 of 12,1 of 8,0 of 0,0 of 0,---,---,1,0,1,1:09,"5' 5""","5' 11""","65""","75""",Southpaw,Orthodox
Kyle Noke,Charlie Brenneman,Kyle Noke,UFC 152: Jones vs Belfort,Dan Miragliotta,KO/TKO,1,0,7 of 15,0 of 2,46%,0%,7 of 15,0 of 2,0 of 0,0 of 0,---,---,0,0,1,0:45,"6' 1""","5' 10""","76""","70""",Southpaw,Orthodox
Benson Henderson,Frankie Edgar,Benson Henderson,UFC 150: Henderson vs Edgar II,Herb Dean,Decision - Split,0,1,64 of 167,66 of 182,38%,36%,67 of 170,70 of 186,0 of 1,2 of 6,0%,33%,1,2,5,5:00,"5' 9""","5' 6""","70""","68""",Southpaw,Orthodox
Donald Cerrone,Melvin Guillard,Donald Cerrone,UFC 150: Henderson vs Edgar II,Josh Rosenthal,KO/TKO,1,1,4 of 9,10 of 28,44%,35%,4 of 9,10 of 28,0 of 0,0 of 0,---,---,0,0,1,1:16,"6' 1""","5' 9""","73""","71""",Orthodox,Orthodox
Jake Shields,Ed Herman,,UFC 150: Henderson vs Edgar II,Adam Martinez,Overturned,0,0,33 of 47,21 of 50,70%,42%,148 of 169,71 of 102,3 of 8,1 of 1,37%,100%,0,0,3,5:00,"6' 0""","6' 1""","72""","77""",Orthodox,Orthodox
Yushin Okami,Buddy Roberts,Yushin Okami,UFC 150: Henderson vs Edgar II,Herb Dean,KO/TKO,0,0,26 of 68,15 of 35,38%,42%,54 of 116,20 of 40,3 of 6,0 of 0,50%,---,0,1,2,3:05,"6' 2""","6' 2""","75""",--,Southpaw,Orthodox
Justin Lawrence,Max Holloway,Max Holloway,UFC 150: Henderson vs Edgar II,Josh Rosenthal,KO/TKO,0,1,32 of 90,29 of 124,35%,23%,32 of 92,29 of 124,1 of 4,0 of 0,25%,---,0,0,2,4:49,"5' 8""","5' 11""","67""","69""",Orthodox,Orthodox
Dennis Bermudez,Tommy Hayden,Dennis Bermudez,UFC 150: Henderson vs Edgar II,Tom Johnson,Submission,0,1,12 of 27,6 of 27,44%,22%,16 of 32,8 of 31,1 of 2,0 of 3,50%,0%,2,0,1,4:43,"5' 6""","5' 9""","66""",--,Orthodox,Southpaw
Jared Hamman,Michael Kuiper,Michael Kuiper,UFC 150: Henderson vs Edgar II,Adam Martinez,KO/TKO,0,2,61 of 149,56 of 95,40%,58%,64 of 153,65 of 106,0 of 3,1 of 2,0%,50%,0,0,2,2:16,"6' 3""","6' 0""","75""","73""",Orthodox,Orthodox
Ken Stone,Erik Perez,Erik Perez,UFC 150: Henderson vs Edgar II,Herb Dean,KO/TKO,0,1,2 of 3,9 of 11,66%,81%,2 of 3,9 of 11,0 of 0,0 of 0,---,---,0,0,1,0:17,"5' 8""","5' 8""","71""","68""",Southpaw,Orthodox
Dustin Pague,Chico Camus,Chico Camus,UFC 150: Henderson vs Edgar II,Tom Johnson,Decision - Unanimous,0,0,22 of 37,32 of 45,59%,71%,35 of 54,86 of 109,1 of 2,2 of 2,50%,100%,1,1,3,5:00,"5' 9""","5' 6""","74""","66""",Orthodox,Orthodox
Nik Lentz,Eiji Mitsuoka,Nik Lentz,UFC 150: Henderson vs Edgar II,Tim Mills,KO/TKO,0,0,33 of 37,5 of 10,89%,50%,59 of 67,6 of 11,4 of 4,0 of 2,100%,0%,0,0,1,3:45,"5' 8""","5' 7""","68""",--,Orthodox,Southpaw
Mauricio Rua,Brandon Vera,Mauricio Rua,UFC on FOX: Shogun vs Vera,Herb Dean,KO/TKO,1,0,68 of 103,67 of 106,66%,63%,142 of 184,89 of 132,4 of 7,1 of 2,57%,50%,0,1,4,4:09,"6' 1""","6' 3""","76""","78""",Orthodox,Orthodox
Lyoto Machida,Ryan Bader,Lyoto Machida,UFC on FOX: Shogun vs Vera,John McCarthy,KO/TKO,1,0,21 of 31,7 of 32,67%,21%,21 of 31,7 of 32,0 of 0,0 of 0,---,---,0,0,2,1:32,"6' 1""","6' 2""","74""","74""",Southpaw,Orthodox
Joe Lauzon,Jamie Varner,Joe Lauzon,UFC on FOX: Shogun vs Vera,Luis Cobian,Submission,0,1,44 of 118,82 of 177,37%,46%,55 of 130,84 of 181,2 of 5,2 of 4,40%,50%,1,1,3,2:44,"5' 10""","5' 8""","71""","71""",Orthodox,Orthodox
Mike Swick,DaMarques Johnson,Mike Swick,UFC on FOX: Shogun vs Vera,Herb Dean,KO/TKO,0,0,19 of 41,17 of 53,46%,32%,27 of 51,28 of 67,1 of 1,2 of 2,100%,100%,0,0,2,1:20,"6' 1""","6' 1""","77""","75""",Orthodox,Orthodox
Cole Miller,Nam Phan,Nam Phan,UFC on FOX: Shogun vs Vera,John McCarthy,Decision - Split,0,0,143 of 422,129 of 366,33%,35%,143 of 422,129 of 366,0 of 1,0 of 0,0%,---,0,0,3,5:00,"6' 1""","5' 6""","73""","70""",Orthodox,Orthodox
Phil Davis,Wagner Prado,,UFC on FOX: Shogun vs Vera,Luis Cobian,Could Not Continue,0,0,4 of 12,2 of 16,33%,12%,4 of 12,3 of 17,0 of 0,0 of 0,---,---,0,0,1,1:28,"6' 2""","6' 0""","79""","74""",Orthodox,Southpaw
Josh Grispi,Rani Yahya,Rani Yahya,UFC on FOX: Shogun vs Vera,Herb Dean,Submission,0,0,6 of 10,3 of 9,60%,33%,8 of 12,11 of 27,0 of 0,1 of 2,---,50%,0,1,1,3:15,"5' 11""","5' 6""","74""","67""",Orthodox,Orthodox
Philip De Fries,Oli Thompson,Philip De Fries,UFC on FOX: Shogun vs Vera,John McCarthy,Submission,1,0,35 of 77,18 of 35,45%,51%,55 of 109,29 of 47,2 of 6,0 of 3,33%,0%,1,0,2,4:16,"6' 5""","6' 1""","79""",--,Orthodox,Orthodox
Manvel Gamburyan,Michihiro Omigawa,Manvel Gamburyan,UFC on FOX: Shogun vs Vera,Luis Cobian,Decision - Unanimous,0,1,52 of 116,41 of 94,44%,43%,58 of 125,71 of 127,6 of 12,0 of 2,50%,0%,0,0,3,5:00,"5' 5""","5' 6""","67""","68""",Orthodox,Orthodox
John Moraga,Ulysses Gomez,John Moraga,UFC on FOX: Shogun vs Vera,Herb Dean,KO/TKO,1,0,34 of 63,16 of 43,53%,37%,36 of 66,16 of 43,0 of 0,0 of 5,---,0%,0,0,1,3:46,"5' 6""","5' 6""","66""",--,Orthodox,Orthodox
Urijah Faber,Renan Barao,Renan Barao,UFC 149: Faber vs Barao,Mario Yamasaki,Decision - Unanimous,0,0,60 of 178,85 of 290,33%,29%,62 of 180,85 of 290,0 of 6,0 of 0,0%,---,0,0,5,5:00,"5' 6""","5' 6""","67""","70""",Orthodox,Orthodox
Hector Lombard,Tim Boetsch,Tim Boetsch,UFC 149: Faber vs Barao,Josh Rosenthal,Decision - Split,0,0,26 of 77,54 of 98,33%,55%,47 of 99,57 of 101,2 of 4,0 of 9,50%,0%,0,0,3,5:00,"5' 9""","6' 0""","71""","74""",Southpaw,Orthodox
Cheick Kongo,Shawn Jordan,Cheick Kongo,UFC 149: Faber vs Barao,Yves Lavigne,Decision - Unanimous,0,0,38 of 56,15 of 41,67%,36%,64 of 84,23 of 50,0 of 2,0 of 5,0%,0%,0,0,3,5:00,"6' 4""","6' 0""","82""","75""",Orthodox,Southpaw
Brian Ebersole,James Head,James Head,UFC 149: Faber vs Barao,Mario Yamasaki,Decision - Split,0,0,35 of 88,37 of 83,39%,44%,51 of 104,62 of 108,1 of 15,1 of 1,6%,100%,0,1,3,5:00,"6' 0""","6' 1""","73""","73""",Southpaw,Orthodox
Chris Clements,Matthew Riddle,,UFC 149: Faber vs Barao,Josh Rosenthal,Overturned,0,0,38 of 76,28 of 63,50%,44%,64 of 103,79 of 121,0 of 0,5 of 9,---,55%,0,1,3,2:02,"5' 10""","6' 1""","70""","76""",Orthodox,Southpaw
Court McGee,Nick Ring,Nick Ring,UFC 149: Faber vs Barao,Yves Lavigne,Decision - Unanimous,0,0,108 of 295,68 of 137,36%,49%,146 of 350,71 of 143,0 of 4,0 of 7,0%,0%,0,0,3,5:00,"5' 11""","6' 0""","75""","74""",Orthodox,Southpaw
Roland Delorme,Francisco Rivera,,UFC 149: Faber vs Barao,Mario Yamasaki,Overturned,0,1,16 of 60,52 of 79,26%,65%,16 of 60,54 of 82,0 of 1,0 of 0,0%,---,0,0,1,4:19,"5' 9""","5' 8""","71""","70""",Orthodox,Orthodox
Anthony Perosh,Ryan Jimmo,Ryan Jimmo,UFC 149: Faber vs Barao,Josh Rosenthal,KO/TKO,0,1,0 of 1,2 of 2,0%,100%,0 of 1,2 of 2,0 of 0,0 of 0,---,---,0,0,1,0:07,"6' 3""","6' 1""","75""","73""",Orthodox,Orthodox
Bryan Caraway,Mitch Gagnon,Bryan Caraway,UFC 149: Faber vs Barao,Yves Lavigne,Submission,0,0,11 of 45,27 of 65,24%,41%,82 of 146,45 of 89,3 of 9,1 of 5,33%,20%,1,0,3,1:39,"5' 8""","5' 5""","68""","65""",Orthodox,Southpaw
Antonio Carvalho,Daniel Pineda,Antonio Carvalho,UFC 149: Faber vs Barao,Mario Yamasaki,KO/TKO,1,0,10 of 23,7 of 20,43%,35%,10 of 23,7 of 20,0 of 0,0 of 0,---,---,0,0,1,1:11,"5' 9""","5' 7""","70""","69""",Orthodox,Orthodox
Mitch Clarke,Anton Kuivanen,Anton Kuivanen,UFC 149: Faber vs Barao,Josh Rosenthal,Decision - Split,0,0,6 of 24,29 of 53,25%,54%,29 of 52,66 of 93,3 of 8,3 of 3,37%,100%,1,1,3,5:00,"5' 10""","5' 8""","73""","72""",Orthodox,Orthodox
Mark Munoz,Chris Weidman,Chris Weidman,UFC on FUEL TV: Munoz vs Weidman,Josh Rosenthal,KO/TKO,0,1,0 of 7,28 of 37,0%,75%,1 of 8,46 of 59,0 of 0,2 of 2,---,100%,0,2,2,1:37,"6' 0""","6' 2""","71""","78""",Orthodox,Orthodox
James Te Huna,Joey Beltran,James Te Huna,UFC on FUEL TV: Munoz vs Weidman,Jason McCoy,Decision - Unanimous,1,0,122 of 249,73 of 278,49%,26%,172 of 301,90 of 296,3 of 9,1 of 2,33%,50%,0,0,3,5:00,"6' 2""","6' 1""","75""","75""",Orthodox,Orthodox
Aaron Simpson,Kenny Robertson,Aaron Simpson,UFC on FUEL TV: Munoz vs Weidman,Marcos Rosales,Decision - Unanimous,0,0,48 of 70,29 of 50,68%,58%,97 of 135,42 of 63,6 of 14,0 of 6,42%,0%,0,0,3,5:00,"6' 0""","5' 10""","73""","74""",Orthodox,Orthodox
Karlos Vemola,Francis Carmont,Francis Carmont,UFC on FUEL TV: Munoz vs Weidman,Josh Rosenthal,Submission,0,0,3 of 7,4 of 8,42%,50%,9 of 15,10 of 16,1 of 8,0 of 1,12%,0%,2,2,2,1:39,"6' 0""","6' 3""","75""","78""",Orthodox,Orthodox
TJ Dillashaw,Vaughan Lee,TJ Dillashaw,UFC on FUEL TV: Munoz vs Weidman,Jason McCoy,Submission,0,0,3 of 16,8 of 19,18%,42%,5 of 18,20 of 31,2 of 3,0 of 0,66%,---,1,0,1,2:33,"5' 6""","5' 6""","67""","66""",Orthodox,Orthodox
Rafael Dos Anjos,Anthony Njokuani,Rafael Dos Anjos,UFC on FUEL TV: Munoz vs Weidman,Marcos Rosales,Decision - Unanimous,0,0,51 of 85,32 of 87,60%,36%,68 of 108,37 of 92,6 of 17,0 of 0,35%,---,0,0,3,5:00,"5' 8""","6' 1""","70""","75""",Southpaw,Orthodox
Damacio Page,Alex Caceres,Alex Caceres,UFC on FUEL TV: Munoz vs Weidman,Josh Rosenthal,Submission,0,0,7 of 22,9 of 12,31%,75%,56 of 76,16 of 21,2 of 2,0 of 0,100%,---,0,3,2,1:27,"5' 6""","5' 10""","66""","73""",Orthodox,Southpaw
Chris Cariaso,Josh Ferguson,Chris Cariaso,UFC on FUEL TV: Munoz vs Weidman,Jason McCoy,Decision - Unanimous,0,0,70 of 104,20 of 65,67%,30%,114 of 150,33 of 79,3 of 6,1 of 8,50%,12%,0,0,3,5:00,"5' 3""","5' 5""","64""",--,Southpaw,Orthodox
Rafael Natal,Andrew Craig,Andrew Craig,UFC on FUEL TV: Munoz vs Weidman,Marcos Rosales,KO/TKO,2,1,73 of 109,23 of 72,66%,31%,79 of 115,30 of 80,2 of 5,0 of 1,40%,0%,0,0,2,4:52,"6' 0""","6' 1""","77""","76""",Orthodox,Orthodox
