,name,nickname,wins,losses,draws,age,nation,knockdown_avg,sig_str_accuracy,takedown_average,takedown_accuracy,subs_attempted_average,height,reach,stance,sig_str_landed_per_min,average_fight_time,sig_str_absorbed_per_min,sig_str_defense,takedown_defense
871,Galore Bofando,80,5.0,3.0,0,41.0,99,2.37,0.45,2.37,1.0,0.0,71,72,3.0,3.63,3.1666666666666665,3.63,0.54,0.5
873,Garett Whiteley,Goodnight,7.0,3.0,0,43.0,69,0.0,0.48,0.0,0.0,0.9,72,72,0.0,3.72,11.3,4.04,0.46,0.27
874,Garreth McLellan,Soldier Boy,13.0,6.0,0,41.0,75,0.0,0.54,1.15,0.22,0.9,73,72,1.0,3.56,10.4,2.94,0.45,0.34
875,Garrett Armfield,43,10.0,3.0,0,27.0,69,0.55,0.53,0.0,0.0,0.0,66,70,0.0,6.22,9.166666666666666,3.93,0.58,0.64
879,Gasan Umalatov,Cobra,17.0,4.0,2,41.0,0,0.0,0.39,0.75,0.17,0.0,71,71,0.0,2.23,15.0,4.1,0.59,0.9
880,Gaston Bolanos,The Dreamkiller,7.0,4.0,0,31.0,28,0.0,0.43,0.0,0.0,0.0,67,69,0.0,3.88,11.75,3.49,0.49,0.5
881,Gavin Tucker,Guvnor,13.0,3.0,0,37.0,67,0.0,0.44,3.13,0.44,1.5,66,66,1.0,4.29,10.283333333333333,4.18,0.57,0.53
882,Geane Herrera,La Pulga,9.0,3.0,0,33.0,69,0.28,0.31,0.83,0.37,0.6,65,66,0.0,1.51,13.616666666666667,5.07,0.52,0.38
883,Genaro Valdez,Rayadito,10.0,3.0,0,32.0,56,0.77,0.3,1.54,0.44,0.4,69,72,0.0,4.08,9.75,7.16,0.48,0.36
885,George Hardwick,King,12.0,2.0,0,27.0,40,0.0,0.38,0.0,0.0,0.0,70,72,0.0,3.6,15.0,4.6,0.71,0.83
886,George Roop,587,15.0,13.0,1,42.0,69,0.26,0.34,1.05,0.57,0.1,73,72,0.0,3.43,10.75,2.47,0.6,0.59
887,George Sotiropoulos,673,14.0,7.0,0,46.0,59,0.14,0.27,2.32,0.31,1.6,70,71,0.0,2.61,9.55,2.52,0.67,0.53
888,George Sullivan,The Silencer,17.0,7.0,0,42.0,69,0.0,0.39,1.37,0.2,0.7,72,73,0.0,3.53,9.383333333333333,2.42,0.57,0.38
889,Georges StPierre,Rush,26.0,2.0,0,42.0,67,0.37,0.53,4.16,0.74,1.1,71,76,0.0,3.78,13.15,1.4,0.72,0.83
890,Gerald Harris,Hurricane,23.0,5.0,0,44.0,69,0.66,0.29,2.96,0.54,0.0,71,77,1.0,1.41,11.45,1.58,0.62,0.72
891,Gerald Meerschaert,GM,35.0,17.0,0,36.0,69,0.29,0.44,2.01,0.37,1.5,73,77,1.0,3.3,8.25,3.5,0.53,0.34
893,Geraldo de Freitas Jr,Spartan,12.0,6.0,0,32.0,51,0.0,0.52,3.0,0.45,0.0,67,72,0.0,3.67,15.0,2.62,0.5,0.59
895,Germaine de Randamie,The Iron Lady,10.0,4.0,0,39.0,49,0.32,0.46,0.0,0.0,0.4,69,71,0.0,2.72,11.9,2.14,0.65,0.69
899,Gian Siqueira,Pitbull,19.0,5.0,0,29.0,51,0.0,1.0,0.0,0.0,0.0,73,74,0.0,0.8,4.983333333333333,3.41,0.19,0.0
900,Gian Villante,750,17.0,14.0,0,38.0,69,0.32,0.44,0.45,0.23,0.0,75,76,0.0,4.38,10.866666666666667,5.47,0.55,0.83
902,Giga Chikadze,Ninja,15.0,3.0,0,35.0,72,0.69,0.43,0.23,0.33,0.2,72,74,0.0,4.08,13.083333333333334,3.44,0.62,0.69
905,Gilbert Burns,Durinho,22.0,6.0,0,37.0,51,0.24,0.48,1.95,0.35,0.5,70,71,0.0,3.36,12.1,3.34,0.54,0.47
907,Gilbert Urbina,The RGV Bad Boy,7.0,3.0,0,27.0,69,0.99,0.6,3.96,0.5,1.0,75,75,0.0,6.33,7.583333333333333,4.09,0.47,0.0
908,Gilbert Yvel,The Hurricane,39.0,16.0,1,47.0,99,0.0,0.47,0.0,0.0,1.0,74,77,0.0,1.05,6.3,1.78,0.5,0.25
909,Gillian Robertson,The Savage,13.0,8.0,0,28.0,67,0.0,0.46,2.53,0.43,1.0,65,63,0.0,2.61,9.65,3.12,0.56,0.43
911,Gina Mazany,Danger,7.0,6.0,0,35.0,69,0.23,0.5,4.34,0.52,0.2,66,68,1.0,3.73,8.2,3.52,0.5,0.33
912,Glaico Franca Moreira,Nego,15.0,5.0,0,32.0,51,0.0,0.42,2.68,0.42,0.3,72,77,0.0,2.35,14.916666666666666,3.46,0.47,0.76
914,Gleison Tibau,719,33.0,14.0,0,40.0,51,0.1,0.31,4.08,0.53,0.8,70,71,1.0,1.95,11.033333333333333,2.51,0.63,0.92
915,Gloria de Paula,Glorinha,6.0,5.0,0,28.0,51,0.0,0.53,0.74,0.37,0.5,65,67,0.0,4.89,12.2,3.77,0.66,0.65
916,Glover Teixeira,713,33.0,9.0,0,44.0,51,0.33,0.49,2.11,0.33,0.9,74,76,0.0,3.73,10.333333333333334,4.43,0.51,0.6
917,Gokhan Saki,The Rebel,1.0,2.0,0,40.0,55,4.72,0.58,0.0,0.0,0.0,72,73,0.0,7.09,3.183333333333333,4.57,0.53,1.0
918,Grant Dawson,KGD,20.0,2.0,1,29.0,69,0.12,0.51,3.68,0.36,1.5,70,72,3.0,2.97,11.1,2.27,0.45,0.4
919,Gray Maynard,480,13.0,7.0,1,44.0,69,0.35,0.32,2.91,0.47,0.7,69,70,0.0,1.92,12.866666666666667,2.64,0.66,0.81
920,Greg Hardy,Prince of War,7.0,5.0,0,35.0,69,0.59,0.5,0.2,0.33,0.0,77,80,0.0,4.79,6.316666666666666,3.31,0.55,0.64
921,Greg Rebello,Ribz,24.0,8.0,0,41.0,69,0.0,0.39,0.0,0.0,0.0,72,73,1.0,2.61,4.8,2.92,0.58,0.0
922,Greg Soto,674,9.0,4.0,0,37.0,69,0.0,0.63,1.49,0.27,1.0,71,73,0.0,3.21,10.083333333333334,2.61,0.52,0.44
924,Greg Velasco,The Viking King,6.0,1.0,0,30.0,99,0.0,0.0,0.0,0.0,0.0,74,70,1.0,0.0,2.6333333333333333,1.52,0.0,0.0
925,Gregor Gillespie,The Gift,14.0,1.0,0,37.0,69,0.51,0.52,6.86,0.48,0.8,67,71,0.0,3.74,7.383333333333334,2.3,0.57,1.0
926,Gregory Rodrigues,Robocop,14.0,5.0,0,31.0,51,1.07,0.55,2.4,0.5,0.5,75,75,0.0,5.99,7.033333333333333,5.67,0.51,1.0
927,Grigory Popov,546,13.0,3.0,0,39.0,0,0.0,0.37,0.0,0.0,0.0,67,68,3.0,3.63,12.4,4.2,0.55,0.45
928,Gugun Gusman,The Tiger,8.0,4.0,0,33.0,99,0.0,0.27,0.0,0.0,0.0,67,68,0.0,0.88,3.4,6.18,0.41,0.33
929,Guido Cannetti,Ninja,10.0,8.0,0,44.0,2,0.0,0.55,2.27,0.55,0.4,66,68,1.0,3.44,7.266666666666667,2.84,0.51,0.64
931,Guram Kutateladze,Georgian Viking,12.0,4.0,0,32.0,72,0.35,0.45,0.69,0.18,0.0,71,72,0.0,4.62,14.433333333333334,4.53,0.56,0.75
933,Gustavo Lopez,441,12.0,6.0,1,34.0,69,0.0,0.4,1.74,0.41,0.7,65,67,0.0,2.48,10.8,3.87,0.57,0.31
935,Hacran Dias,Barnabe,23.0,6.0,1,39.0,51,0.0,0.41,2.5,0.39,0.5,68,69,0.0,2.08,15.0,3.31,0.55,0.76
936,Hailey Cowan,All Hail,7.0,3.0,0,31.0,69,0.0,0.42,1.5,0.33,0.0,68,67,1.0,2.97,15.0,3.17,0.34,0.8
937,Hakeem Dawodu,Mean,13.0,4.0,1,32.0,67,0.11,0.5,0.0,0.0,0.0,68,73,0.0,5.45,13.483333333333333,3.37,0.56,0.65
938,Hamdy Abdelwahab,The Hammer,5.0,0.0,0,31.0,108,1.0,0.52,3.0,0.75,0.0,74,72,1.0,3.87,15.0,3.13,0.59,0.0
939,HanSeul Kim,Spade,13.0,5.0,0,33.0,24,3.25,0.45,0.0,0.0,4.0,73,74,1.0,6.93,5.633333333333333,8.09,0.5,0.0
940,Hannah Cifers,Shockwave,10.0,7.0,0,31.0,69,0.51,0.44,0.26,1.0,0.3,61,62,0.0,4.99,8.333333333333334,5.39,0.52,0.64
941,Hannah Goldy,K,6.0,4.0,0,31.0,69,0.0,0.47,0.66,0.12,0.2,64,61,0.0,5.19,11.366666666666667,4.67,0.5,0.54
944,Harry Hunsucker,The Hurricane,7.0,6.0,0,35.0,69,0.0,0.52,0.0,0.0,2.0,74,75,0.0,3.54,1.8333333333333335,6.53,0.42,0.0
945,Harvey Park,Fightbot,12.0,3.0,0,37.0,69,0.0,0.5,0.0,0.0,0.0,72,70,0.0,3.77,6.1,7.21,0.33,0.0
946,Hashem Arkhagha,42,6.0,1.0,0,34.0,99,0.0,0.44,0.0,0.0,0.0,74,75,0.0,1.84,4.35,8.97,0.43,0.5
947,Hatsu Hioki,314,29.0,10.0,2,40.0,54,0.0,0.42,2.55,0.56,0.6,71,73,0.0,2.42,13.75,2.12,0.65,0.54
951,Heath Herring,The Texas Crazy Horse,28.0,16.0,0,45.0,69,1.0,0.5,1.22,0.5,0.7,76,78,0.0,2.37,15.0,1.77,0.54,0.32
952,Heather Jo Clark,Hurricane,7.0,6.0,0,43.0,69,0.0,0.49,0.33,0.04,0.3,66,64,0.0,3.69,15.0,5.62,0.5,0.8
953,Hector Aldana,El Charro,4.0,3.0,0,35.0,56,0.0,0.38,0.93,1.0,0.0,71,72,0.0,3.59,10.766666666666667,5.08,0.59,0.0
954,Hector Lombard,Showeather,34.0,10.0,1,46.0,59,0.66,0.46,1.69,0.48,0.5,69,71,1.0,3.02,11.45,3.35,0.53,0.77
956,Hector Sandoval,Kid Alex,14.0,4.0,0,37.0,56,0.0,0.52,3.49,0.25,1.4,62,64,0.0,3.31,5.366666666666666,2.33,0.65,0.71
957,Hector Urbina,El Toro,17.0,10.0,1,36.0,56,0.0,0.38,0.0,0.0,3.8,71,73,0.0,0.97,6.55,2.44,0.39,0.38
959,Henrique Shiguemoto,647,13.0,4.0,1,34.0,99,0.0,0.33,0.0,0.0,0.0,71,72,0.0,3.6,0.8333333333333334,6.0,0.16,0.5
960,Henrique da Silva,Frankenstein,14.0,5.0,0,34.0,51,0.0,0.6,0.25,0.14,0.2,75,76,0.0,3.89,8.716666666666667,5.28,0.4,0.22
961,Henry Briones,Bure,16.0,8.0,1,43.0,56,0.29,0.42,0.0,0.0,0.6,68,69,0.0,3.47,10.266666666666667,4.68,0.53,0.52
962,Henry Cejudo,Triple C,16.0,3.0,0,36.0,69,0.43,0.47,2.07,0.34,0.2,64,64,0.0,3.93,13.35,3.15,0.6,0.83
963,Henry Martinez,Sicario,9.0,4.0,0,40.0,69,0.0,0.25,0.0,0.0,0.0,67,69,1.0,2.79,12.65,4.01,0.6,0.8
964,Herbert Burns,The Blaze,11.0,4.0,0,36.0,51,0.65,0.51,3.92,0.75,3.3,69,73,0.0,1.61,4.6,4.74,0.3,0.6
965,Herdem Alacabek,6,5.0,1.0,0,32.0,99,0.0,0.65,2.06,0.5,0.0,74,75,0.0,3.84,14.566666666666666,6.66,0.23,0.42
966,Hermes Franca,The Unreal,24.0,17.0,0,49.0,51,0.38,0.39,1.53,0.36,2.4,66,71,0.0,1.78,13.116666666666667,2.85,0.55,0.37
968,Hilarie Rose,591,4.0,2.0,0,31.0,69,0.0,0.33,0.0,0.0,0.0,63,63,0.0,2.33,15.0,6.13,0.44,1.0
970,Holly Holm,The Preachers Daughter,15.0,6.0,0,42.0,69,0.12,0.4,0.9,0.3,0.1,68,69,1.0,3.21,16.7,2.79,0.56,0.78
972,Houston Alexander,The Assassin,17.0,15.0,1,51.0,69,1.78,0.54,1.19,0.57,0.0,72,72,0.0,3.06,4.216666666666667,3.2,0.52,0.33
974,Hu Yaozong,Totoro,3.0,3.0,0,28.0,85,0.0,0.48,0.0,0.0,0.4,75,72,0.0,3.35,12.433333333333334,5.09,0.35,0.33
977,Hugo Viana,Wolverine,8.0,4.0,0,41.0,51,0.89,0.38,0.22,0.06,0.0,66,67,0.0,3.05,11.216666666666667,3.2,0.57,0.5
978,Humberto Bandenay,56,14.0,7.0,0,29.0,28,0.48,0.41,2.9,0.46,0.5,71,71,1.0,2.22,7.766666666666667,4.79,0.41,0.62
980,Hunter Azure,51,9.0,2.0,0,31.0,69,0.22,0.53,1.97,0.34,1.3,68,69,0.0,3.92,13.733333333333333,2.08,0.58,0.67
981,Hyder Amil,The Hurricane,8.0,0.0,0,33.0,99,0.0,0.52,0.0,0.0,1.0,69,70,3.0,1.73,15.0,1.47,0.53,0.78
982,Hyun Gyu Lim,The Ace,13.0,7.0,1,39.0,24,0.93,0.41,0.23,1.0,0.2,75,77,0.0,4.45,9.183333333333334,5.07,0.51,0.73
983,HyunSung Park,Peace of Mind,9.0,0.0,0,28.0,24,1.03,0.44,1.54,0.27,2.6,67,66,0.0,4.15,7.3,3.43,0.59,1.0
986,Ian Heinisch,The Hurricane,14.0,5.0,0,35.0,69,0.34,0.5,1.02,0.17,0.7,71,72,0.0,3.25,11.0,2.98,0.59,0.59
988,Ian Machado Garry,The Future,13.0,0.0,0,26.0,81,0.89,0.56,0.67,0.75,0.0,75,74,0.0,6.67,11.216666666666667,3.58,0.53,0.69
989,Ian McCall,Uncle Creepy,13.0,5.0,1,39.0,69,0.0,0.39,2.08,0.3,0.0,65,64,0.0,3.59,13.65,3.25,0.67,0.88
990,Iasmin Lucindo,446,15.0,5.0,0,22.0,51,0.0,0.39,2.33,0.66,0.4,63,66,0.0,3.33,12.9,3.23,0.67,0.66
991,Ibo Aslan,The Last Ottoman,12.0,1.0,0,27.0,55,6.34,0.72,0.0,0.0,0.0,75,77,0.0,8.87,2.3666666666666667,3.38,0.63,0.0
993,Ignacio Bahamondes,La Jaula,14.0,5.0,0,26.0,41,0.38,0.46,0.0,0.0,0.4,75,75,0.0,6.97,13.183333333333334,4.36,0.57,0.85
994,Igor Araujo,40,25.0,9.0,0,43.0,69,0.0,0.42,0.86,0.15,0.6,73,77,0.0,1.52,13.133333333333333,2.86,0.49,0.22
995,Igor Pokrajac,The Duke,28.0,13.0,0,45.0,45,0.5,0.45,0.87,0.29,0.2,72,74,0.0,2.25,9.316666666666666,4.26,0.4,0.51
996,Igor da Silva,5011,8.0,0.0,0,20.0,51,3.94,0.55,9.85,1.0,0.0,67,69,0.0,9.85,7.616666666666667,4.86,0.47,0.0
997,Ihor Potieria,Duelist,19.0,5.0,0,27.0,33,1.62,0.56,0.0,0.0,0.0,75,75,1.0,5.59,5.55,6.56,0.41,0.57
998,Ike Villanueva,Hurricane,18.0,14.0,0,39.0,69,0.6,0.38,0.6,0.5,0.0,73,73,0.0,3.66,4.183333333333334,7.24,0.36,1.0
999,Ikram Aliskerov,16,15.0,1.0,0,31.0,0,4.66,0.65,2.33,0.33,2.3,72,76,1.0,8.24,2.15,7.15,0.36,0.0
1000,Ildemar Alcantara,Marajo,21.0,11.0,0,41.0,57,0.0,0.38,2.0,0.68,0.9,74,78,0.0,1.93,13.95,2.63,0.5,0.81
1001,Ilia Topuria,El Matador,14.0,0.0,0,27.0,47,0.97,0.46,2.19,0.56,1.5,67,69,0.0,4.44,10.283333333333333,3.05,0.67,0.92
1002,Iliarde Santos,620,30.0,13.0,1,43.0,51,0.0,0.3,1.66,0.23,0.0,65,67,0.0,3.0,9.016666666666667,6.1,0.57,0.83
1003,Ilir Latifi,The Sledgehammer,17.0,9.0,0,41.0,115,0.4,0.45,2.11,0.35,0.3,70,73,0.0,2.05,9.316666666666666,2.93,0.56,1.0
1004,Impa Kasanganay,Tshilobo,9.0,2.0,0,30.0,69,0.0,0.48,1.75,0.58,0.2,71,75,0.0,4.96,10.016666666666667,3.66,0.58,0.66
1005,Ion Cutelaba,The Hulk,17.0,9.0,1,30.0,80,0.28,0.43,4.75,0.58,0.0,73,75,1.0,4.63,7.166666666666667,3.29,0.48,0.77
1006,Irene Aldana,9,15.0,7.0,0,35.0,56,0.24,0.4,0.16,0.5,0.2,69,68,0.0,5.24,14.633333333333333,6.33,0.57,0.76
1007,Irina Alekseeva,Russian Ronda,5.0,2.0,0,33.0,42,0.87,0.43,0.87,0.2,0.9,68,67,0.0,3.84,8.6,3.55,0.48,1.0
1008,Irwin Rivera,The Beast,10.0,6.0,0,34.0,56,0.0,0.44,1.0,0.16,0.0,66,67,1.0,3.36,15.0,5.07,0.57,0.7
1009,Isaac Dulgarian,The Midwest Choppa,6.0,0.0,0,27.0,69,0.0,0.66,3.13,1.0,0.0,67,71,0.0,7.29,4.8,0.42,0.71,0.0
1010,Isaac VallieFlagg,735,16.0,7.0,1,45.0,69,0.0,0.47,0.2,0.12,0.0,68,70,0.0,5.56,15.0,5.6,0.45,0.58
1011,Isabela De Padua,Belinha,5.0,2.0,0,32.0,51,0.0,0.35,2.0,0.66,1.0,63,64,0.0,1.0,15.0,2.07,0.5,0.0
1013,Isis Verbeek,Fight Queen,5.0,2.0,0,29.0,99,0.0,0.43,0.0,0.0,0.0,64,64,0.0,3.13,15.0,3.53,0.53,0.66
1014,Islam Makhachev,457,25.0,1.0,0,32.0,0,0.41,0.6,3.17,0.6,1.0,70,70,1.0,2.46,9.766666666666667,1.27,0.61,0.9
1015,Ismael Bonfim,Marreta,19.0,4.0,0,28.0,51,1.11,0.57,1.11,0.28,0.0,68,71,0.0,4.91,9.033333333333333,2.66,0.76,0.81
1016,Israel Adesanya,The Last Stylebender,24.0,3.0,0,34.0,46,0.67,0.48,0.05,0.14,0.1,76,80,3.0,3.93,18.266666666666666,3.11,0.56,0.77
1018,Issei Tamura,705,10.0,8.0,0,39.0,54,1.83,0.53,0.92,0.25,0.0,65,63,0.0,1.89,5.466666666666667,4.58,0.44,0.33
1019,Istela Nunes,490,6.0,5.0,0,31.0,51,0.4,0.45,0.0,0.0,0.0,64,66,0.0,5.02,9.4,4.84,0.6,0.5
1020,Iuri Alcantara,Marajo,35.0,10.0,0,43.0,51,0.42,0.45,1.44,0.62,0.8,69,71,1.0,2.72,9.35,2.79,0.49,0.6
1021,Ivan Jorge,Batman,27.0,7.0,0,43.0,51,0.0,0.49,1.56,0.16,0.6,69,73,0.0,3.41,12.016666666666667,2.91,0.59,0.75
1025,Ivan Valenzuela,Bam Bam,8.0,2.0,0,31.0,56,0.0,0.0,0.0,0.0,0.0,74,77,0.0,0.0,0.4166666666666667,9.6,0.33,0.0
1026,Ivana Petrovic,537,6.0,1.0,0,29.0,47,0.0,0.35,2.0,0.33,2.0,68,70,1.0,1.47,15.0,2.73,0.52,0.66
1029,JJ Aldrich,11,13.0,6.0,0,31.0,69,0.0,0.46,0.71,0.25,0.0,65,67,1.0,4.05,13.6,4.53,0.6,0.66
1030,JJ Okanovich,The Bosnian Bomber,7.0,1.0,0,33.0,69,0.0,0.55,0.0,0.0,0.0,71,76,0.0,6.93,15.0,5.27,0.5,1.0
1031,JP Buys,Young Savage,9.0,6.0,0,27.0,75,0.0,0.39,1.55,0.25,2.3,65,67,0.0,1.88,6.466666666666667,3.02,0.4,0.25
1033,Jack Cartwright,119,10.0,1.0,0,29.0,40,0.0,0.38,6.0,0.66,2.0,69,68,0.0,0.8,15.0,3.33,0.29,0.0
1035,Jack Hermansson,The Joker,23.0,8.0,0,35.0,34,0.0,0.44,1.66,0.29,0.4,73,77,0.0,5.13,10.7,3.69,0.55,0.75
1036,Jack Jenkins,Phar,12.0,3.0,0,30.0,59,0.0,0.61,2.56,0.69,0.0,67,68,3.0,4.43,13.2,3.07,0.59,0.75
1037,Jack Marshman,The Hammer,23.0,10.0,0,34.0,40,0.55,0.25,0.0,0.0,0.0,72,73,0.0,2.74,10.216666666666667,4.19,0.56,0.2
1040,Jack Shore,Tank,17.0,1.0,0,28.0,40,0.36,0.58,3.42,0.4,0.7,68,71,0.0,3.84,11.9,2.2,0.57,0.79
1042,Jacob Kilburn,The Killer,8.0,4.0,0,28.0,69,0.0,0.33,0.51,0.05,0.5,69,72,0.0,2.56,9.783333333333333,6.78,0.35,0.2
1043,Jacob Malkoun,Mamba,7.0,3.0,0,28.0,59,0.0,0.56,7.2,0.44,0.5,69,73,0.0,3.89,10.766666666666667,2.49,0.5,0.0
1044,Jacob Rosales,The Lil Badger,13.0,7.0,0,28.0,69,0.56,0.46,1.12,0.18,0.6,71,74,0.0,7.19,13.416666666666666,10.66,0.44,0.5
1045,Jacob Silva,Lil Animal,6.0,4.0,0,35.0,69,0.0,0.44,1.51,1.0,0.0,65,67,0.0,4.17,9.95,4.92,0.56,0.66
1046,Jacob Volkmann,Christmas,19.0,7.0,0,43.0,69,0.0,0.34,3.19,0.48,2.0,69,71,1.0,1.19,11.3,1.78,0.52,0.52
1047,Jacqueline Cavalcanti,121,6.0,1.0,0,26.0,51,0.0,0.57,0.0,0.0,0.0,68,70,0.0,8.4,15.0,2.6,0.84,1.0
1049,Jafel Filho,Pastor,15.0,3.0,0,30.0,51,0.51,0.37,1.53,0.27,2.0,67,68,0.0,2.0,9.833333333333334,2.31,0.45,0.55
1050,Jai Herbert,Black Country Banger,12.0,5.0,1,35.0,40,0.6,0.41,0.2,0.1,0.0,73,77,0.0,2.69,10.716666666666667,3.15,0.45,0.57
1051,Jailton Almeida,Malhadinho,20.0,2.0,0,32.0,51,0.0,0.64,5.14,0.55,2.4,75,79,0.0,2.78,7.916666666666667,0.52,0.43,0.75
1052,Jaime Alvarez,22,6.0,1.0,0,35.0,69,0.0,0.4,1.0,0.33,0.0,68,69,0.0,2.73,15.0,4.53,0.56,0.5
1054,Jairzinho Rozenstruik,Bigi Boy,13.0,5.0,0,35.0,48,1.14,0.45,0.0,0.0,0.0,74,78,0.0,2.81,7.65,3.15,0.45,0.73
1055,Jake Collier,The Prototype,13.0,10.0,0,35.0,69,0.3,0.44,0.71,0.33,0.6,75,78,0.0,5.8,10.6,5.08,0.5,0.67
1056,Jake Ellenberger,The Juggernaut,31.0,15.0,0,38.0,69,0.98,0.39,2.04,0.47,0.4,69,71,0.0,2.47,8.05,2.83,0.6,0.86
1057,Jake Hadley,White Kong,10.0,2.0,0,27.0,40,0.32,0.44,0.32,0.25,2.2,67,70,1.0,3.42,9.366666666666667,3.2,0.6,0.35
1058,Jake Hecht,Hitman,11.0,4.0,0,39.0,69,0.0,0.47,2.04,0.37,0.0,72,73,0.0,3.26,7.366666666666666,2.76,0.56,0.4
1060,Jake Matthews,The Celtic Kid,19.0,7.0,0,29.0,59,0.35,0.45,1.59,0.4,0.6,71,73,0.0,3.3,11.383333333333333,2.56,0.6,0.62
1061,Jake OBrien,Irish,15.0,4.0,0,39.0,69,0.21,0.31,6.39,0.54,0.2,75,76,0.0,1.31,9.983333333333333,1.92,0.69,0.25
1063,Jake Shields,646,31.0,9.0,1,45.0,69,0.0,0.36,2.83,0.29,1.2,72,72,0.0,2.45,15.733333333333333,1.8,0.56,0.35
1064,Jalin Turner,The Tarantula,14.0,7.0,0,28.0,69,1.23,0.48,0.88,0.55,1.2,75,77,1.0,6.02,7.116666666666666,4.63,0.41,0.75
1065,Jamahal Hill,Sweet Dreams,12.0,1.0,0,32.0,69,0.72,0.54,0.0,0.0,0.0,76,79,1.0,7.31,9.233333333333333,3.35,0.47,0.73
1066,Jamal Pogues,545,10.0,4.0,0,28.0,69,0.0,0.42,3.0,0.48,0.0,75,77,0.0,3.12,15.0,4.25,0.52,0.66
1067,Jamall Emmers,Pretty Boy,20.0,7.0,0,34.0,69,0.44,0.48,1.96,0.4,0.2,70,74,0.0,5.1,9.833333333333334,3.79,0.57,0.9
1068,Jamelle Jones,The Beast,7.0,5.0,0,36.0,69,0.0,0.8,0.0,0.0,0.0,72,75,0.0,1.78,2.25,3.11,0.65,0.0
1069,James Barnes,Mooka,14.0,5.0,0,41.0,69,0.0,0.34,1.08,0.16,0.0,68,71,0.0,0.57,7.816666666666666,3.02,0.39,0.4
1070,James Bochnovic,79,8.0,3.0,0,34.0,69,0.0,0.26,0.0,0.0,0.0,76,81,0.0,0.65,6.183333333333334,3.64,0.21,0.0
1074,James Head,304,9.0,4.0,0,39.0,69,0.41,0.48,0.41,1.0,0.8,73,73,0.0,2.75,7.333333333333333,3.11,0.49,0.66
1075,James Irvin,The Sandman,17.0,10.0,0,45.0,69,1.56,0.48,0.0,0.0,0.5,74,75,0.0,2.03,2.8833333333333333,3.86,0.35,0.36
1076,James Krause,The,28.0,9.0,0,37.0,69,0.26,0.49,0.96,0.18,0.9,74,73,0.0,4.79,11.433333333333334,4.11,0.61,0.59
1079,James McSweeney,The Hammer,15.0,15.0,0,43.0,40,0.0,0.55,0.52,0.33,1.1,76,77,3.0,3.94,9.55,4.33,0.42,1.0
1080,James Te Huna,711,16.0,9.0,0,42.0,43,0.5,0.51,2.75,0.37,0.2,74,75,0.0,4.04,6.0,2.99,0.62,0.58
1083,James Vick,The Texecutioner,13.0,5.0,0,36.0,69,0.52,0.39,0.26,0.33,0.7,75,76,0.0,4.13,8.166666666666666,3.31,0.6,0.57
1084,James Wallace,Jesse,5.0,2.0,0,31.0,69,0.0,0.28,0.0,0.0,0.0,70,69,0.0,0.52,3.8166666666666664,3.41,0.35,0.0
1085,James Wilks,Lightning,7.0,4.0,0,45.0,40,0.0,0.45,1.27,0.22,3.8,73,75,0.0,1.82,11.833333333333334,2.03,0.5,0.66
1086,Jamey Simmons,The Afro Samurai,7.0,4.0,0,31.0,69,0.0,0.21,0.0,0.0,0.0,66,70,0.0,0.79,5.716666666666667,1.92,0.74,0.5
1087,JameyLyn Horth,324,6.0,1.0,0,33.0,67,0.0,0.62,0.5,0.25,0.0,67,66,0.0,3.97,15.0,3.53,0.57,0.7
1088,Jamie Colleen,135,4.0,1.0,0,38.0,69,0.0,0.61,0.52,0.33,1.6,63,65,0.0,3.11,14.483333333333333,5.66,0.33,0.5
1089,Jamie Pickett,The Night Wolf,13.0,10.0,0,35.0,69,0.14,0.48,1.44,0.4,0.1,74,80,0.0,2.84,9.483333333333333,3.92,0.49,0.69
1090,Jamie Varner,738,21.0,11.0,1,39.0,69,0.64,0.34,3.49,0.53,0.8,68,71,0.0,2.92,9.6,2.55,0.58,0.66
1092,Jan Blachowicz,75,29.0,10.0,1,40.0,50,0.34,0.5,1.09,0.5,0.3,74,78,0.0,3.41,13.1,2.91,0.53,0.68
1093,Janaina Silva,JanaIronHand,5.0,1.0,0,31.0,99,0.0,0.0,0.0,0.0,0.0,61,60,0.0,0.0,4.0,1.5,0.62,0.0
1095,Jansey Silva,Jones,7.0,2.0,0,28.0,99,0.0,0.4,0.0,0.0,0.0,74,67,0.0,0.46,4.316666666666666,2.32,0.33,0.0
1096,Jaqueline Amorim,26,7.0,1.0,0,28.0,51,0.0,0.52,1.57,0.23,3.7,63,68,0.0,3.42,14.35,1.81,0.62,0.0
1097,Jared Cannonier,The Killa Gorilla,17.0,6.0,0,39.0,69,0.36,0.52,0.44,0.42,0.0,71,77,3.0,4.68,12.883333333333333,4.13,0.59,0.63
1098,Jared Gooden,NiteTrain,23.0,9.0,0,30.0,69,0.22,0.49,0.67,1.0,0.2,72,77,0.0,5.08,11.216666666666667,6.68,0.48,0.65
1099,Jared Gordon,Flash,20.0,6.0,0,35.0,69,0.1,0.57,1.95,0.4,0.0,69,68,0.0,5.39,11.0,3.4,0.57,0.62
1100,Jared Hamman,The Messenger,14.0,6.0,0,41.0,69,0.3,0.42,1.57,0.46,0.0,75,75,0.0,5.15,7.25,3.93,0.55,0.3
1101,Jared Papazian,The Jackhammer,20.0,13.0,0,36.0,69,0.0,0.39,0.0,0.0,0.0,68,67,1.0,3.33,11.116666666666667,3.81,0.44,0.5
