fight,winner,loser,event,date,venue,title_fight,billing,winner_wins,loser_wins,winner_losses,loser_losses,winner_draws,loser_draws,winner_age,loser_age,belt_status,winner_nationality,loser_nationality,winner_fan ,loser_fan
Lupita Godinez vs Elise Reed,Lupita Godinez,Elise Reed,UFC Fight Night: Grasso vs. Shevchenko 2,09.16.2023,T-Mobile Arena,no,Preliminary Card,10,7,3,3,0,0,30,30,,Mexico,United States,97%,3%
Roman Kopylov vs Josh Fremd,Roman Kopylov,Josh Fremd,UFC Fight Night: Grasso vs. Shevchenko 2,09.16.2023,T-Mobile Arena,no,Preliminary Card,11,11,2,4,0,0,32,29,,Russia,United States,5%,95%
Edgar Cháirez vs Daniel Lacerda,,,UFC Fight Night: Grasso vs. Shevchenko 2,09.16.2023,T-Mobile Arena,no,Preliminary Card,10,11,5,5,0,0,27,27,,Mexico,Brazil,13%,87%
Tracy Cortez vs Jasmine Jasudavicius,Tracy Cortez,Jasmine Jasudavicius,UFC Fight Night: Grasso vs. Shevchenko 2,09.16.2023,T-Mobile Arena,no,Preliminary Card,10,9,1,2,0,0,29,34,,United States,Canada,63%,37%
Charlie Campbell vs Alex Reyes,Charlie Campbell,Alex Reyes,UFC Fight Night: Grasso vs. Shevchenko 2,09.16.2023,T-Mobile Arena,no,Preliminary Card,7,13,2,3,0,0,28,36,,United States,United States,8%,92%
Josefine Knutsson vs Marnic Mann,Josefine Knutsson,Marnic Mann,UFC Fight Night: Grasso vs. Shevchenko 2,09.16.2023,T-Mobile Arena,no,Preliminary Card,6,6,0,1,0,0,27,30,,Sweden,United States,96%,4%
Sean Strickland vs Israel Adesanya,Sean Strickland,Israel Adesanya,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,yes,Main Event,27,24,5,2,0,0,32,34,Held by Adesanya,United States,Nigeria,10%,90%
Alexander Volkov vs Tai Tuivasa,Alexander Volkov,Tai Tuivasa,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Co-Main Event,36,15,10,5,0,0,34,30,,Russia,Australia,37%,63%
Manel Kape vs Felipe dos Santos,Manel Kape,Felipe dos Santos,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Main Card,18,7,6,0,0,0,29,22,,Portugal,Brazil,9%,91%
Justin Tafa vs Austen Lane,Justin Tafa,Austen Lane,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Main Card,6,12,3,3,0,0,29,35,,Australia,United States,23%,77%
Tyson Pedro vs Anton Turkalj,Tyson Pedro,Anton Turkalj,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Main Card,9,8,4,2,0,0,31,27,,Australia,Sweden,70%,30%
Carlos Ulberg vs Da Un Jung,Carlos Ulberg,Da Un Jung,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Preliminary Card,8,15,1,4,0,1,32,29,,New Zealand,South Korea,95%,5%
Chepe Mariscal vs Jack Jenkins,Chepe Mariscal,Jack Jenkins,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Preliminary Card,14,12,6,2,0,0,30,30,,United States,Australia,83%,17%
Jamie Mullarkey vs John Makdessi,Jamie Mullarkey,John Makdessi,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Preliminary Card,16,18,6,8,0,0,29,38,,Australia,Canada,90%,10%
Nasrat Haqparast vs Landon Quiñones,Nasrat Haqparast,Landon Quiñones,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Preliminary Card,14,7,5,1,0,1,28,27,,Afghanistan,United States,11%,89%
Charles Radtke vs Mike Mathetha,Charles Radtke,Mike Mathetha,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Preliminary Card,7,3,3,2,0,0,33,35,,United States,Zimbabwe,81%,19%
Gabriel Miranda vs Shane Young,Gabriel Miranda,Shane Young,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Preliminary Card,16,13,6,7,0,0,33,30,,Brazil,New Zealand,71%,29%
Kevin Jousset vs Kiefer Crosbie,Kevin Jousset,Kiefer Crosbie,UFC 293: Adesanya vs. Strickland,09.09.2023,Qudos Bank Arena,no,Preliminary Card,8,10,2,3,0,0,30,33,,France,Ireland,74%,26%
Ciryl Gane vs Serghei Spivac,Ciryl Gane,Serghei Spivac,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Main Event,11,16,2,3,0,0,33,28,,France,Moldova,25%,75%
Manon Fiorot vs Rose Namajunas,Manon Fiorot,Rose Namajunas,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Co-Main Event,10,11,1,5,0,0,33,31,,France,United States,35%,65%
Benoit Saint-Denis vs Thiago Moisés,Benoit Saint-Denis,Thiago Moisés,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Main Card,11,17,1,6,0,0,27,28,,France,Brazil,83%,17%
Volkan Oezdemir vs Bogdan Guskov,Volkan Oezdemir,Bogdan Guskov,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Main Card,18,14,7,2,0,0,33,30,,Switzerland,Uzbekistan,67%,33%
William Gomis vs Yanis Ghemmouri,William Gomis,Yanis Ghemmouri,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Main Card,12,12,2,1,0,0,26,28,,France,France,11%,89%
Morgan Charriere vs Manolo Zecchini,Morgan Charriere,Manolo Zecchini,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Main Card,18,11,9,3,1,0,27,26,,France,Italy,7%,93%
Taylor Lapilus vs Caolán Loughran,Taylor Lapilus,Caolán Loughran,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Preliminary Card,18,8,3,0,0,0,31,27,,France,Ireland,40%,60%
Ange Loosa vs Rhys McKee,Ange Loosa,Rhys McKee,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Preliminary Card,9,13,3,4,0,1,29,27,,Switzerland,Ireland,39%,61%
Nora Cornolle vs Joselyne Edwards,Nora Cornolle,Joselyne Edwards,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Preliminary Card,6,13,1,4,0,0,33,27,,France,Panama,41%,59%
Farid Basharat vs Kleydson Rodrigues,Farid Basharat,Kleydson Rodrigues,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Preliminary Card,10,8,0,2,0,0,26,27,,Afghanistan,Brazil,5%,95%
Jacqueline Cavalcanti vs Zarah Fairn,Jacqueline Cavalcanti,Zarah Fairn,UFC Fight Night: Gane vs. Spivac,09.02.2023,Accor Arena,no,Preliminary Card,5,6,1,5,0,0,26,39,,Portugal,France,93%,7%
Max Holloway vs Chan Sung Jung,Max Holloway,Chan Sung Jung,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Main Event,24,17,7,7,0,0,31,36,,United States,,4%,96%
Anthony Smith vs Ryan Spann,Anthony Smith,Ryan Spann,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Co-Main Event,36,21,18,8,0,0,35,32,,United States,United States,31%,69%
Giga Chikadze vs Alex Caceres,Giga Chikadze,Alex Caceres,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Main Card,14,21,3,13,0,0,35,35,,Georgia,United States,22%,78%
Rinya Nakamura vs Fernie Garcia,Rinya Nakamura,Fernie Garcia,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Main Card,7,10,0,3,0,0,28,31,,Japan,Mexico,3%,97%
Erin Blanchfield vs Taila Santos,Erin Blanchfield,Taila Santos,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Main Card,11,19,1,2,0,0,24,30,,United States,Brazil,83%,17%
Junior Tafa vs Parker Porter,Junior Tafa,Parker Porter,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Main Card,4,14,1,8,0,0,26,38,,Australia,United States,84%,16%
Waldo Cortes-Acosta vs Łukasz Brzeski,Waldo Cortes-Acosta,Łukasz Brzeski,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Preliminary Card,9,8,1,3,0,1,31,31,,Dominican Republic,Poland,11%,89%
Garrett Armfield vs Toshiomi Kazama,Garrett Armfield,Toshiomi Kazama,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Preliminary Card,8,10,3,3,0,0,26,26,,United States,Japan,35%,65%
Michał Oleksiejczuk vs Chidi Njokuani,Michał Oleksiejczuk,Chidi Njokuani,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Preliminary Card,18,22,6,9,0,0,28,34,,Poland,United States,55%,45%
Kenan Song vs Rolando Bedoya,Kenan Song,Rolando Bedoya,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Preliminary Card,20,14,7,2,0,0,33,26,,China,Peru,87%,13%
Billy Goff vs Yusaku Kinoshita,Billy Goff,Yusaku Kinoshita,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Preliminary Card,8,6,2,2,0,0,25,23,,United States,Japan,30%,70%
JJ Aldrich vs Na Liang,JJ Aldrich,Na Liang,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Preliminary Card,11,19,6,6,0,0,30,27,,United States,China,88%,12%
Seung Woo Choi vs Jarno Errens,Seung Woo Choi,Jarno Errens,UFC Fight Night: Holloway vs. Korean Zombie,08.26.2023,Singapore Indoor Stadium,no,Preliminary Card,10,13,6,4,0,1,30,28,,South Korea,Netherlands,73%,27%
Sean O'Malley vs Aljamain Sterling,Sean O'Malley,Aljamain Sterling,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,yes,Main Event,16,23,1,3,0,0,28,34,Held by Sterling,United States,,70%,30%
Weili Zhang vs Amanda Lemos,Weili Zhang,Amanda Lemos,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,yes,Co-Main Event,23,13,3,2,0,1,34,36,Held by Zhang,China,Brazil,91%,9%
Ian Machado Garry vs Neil Magny,Ian Machado Garry,Neil Magny,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,no,Main Card,12,28,0,10,0,0,25,36,,Ireland,United States,11%,89%
Mario Bautista vs Da'Mon Blackshear,Mario Bautista,Da'Mon Blackshear,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,no,Main Card,12,14,2,5,0,1,30,29,,United States,United States,24%,76%
Marlon Vera vs Pedro Munhoz,Marlon Vera,Pedro Munhoz,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,no,Main Card,22,20,8,7,1,0,30,36,,Ecuador,Brazil,79%,21%
Brad Tavares vs Chris Weidman,Brad Tavares,Chris Weidman,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,no,Preliminary Card,19,15,8,6,0,0,35,39,,United States,,71%,29%
Gregory Rodrigues vs Denis Tiuliulin,Gregory Rodrigues,Denis Tiuliulin,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,no,Preliminary Card,13,11,5,7,0,0,31,35,,Brazil,Russia,8%,92%
Kurt Holobaugh vs Austin Hubbard,Kurt Holobaugh,Austin Hubbard,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,yes,Preliminary Card,19,15,7,6,0,0,36,31,N/A,United States,United States,77%,23%
Brad Katona vs Cody Gibson,Brad Katona,Cody Gibson,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,yes,Preliminary Card,12,19,2,8,0,0,31,35,N/A,Canada,United States,81%,19%
Andre Petroski vs Gerald Meerschaert,Andre Petroski,Gerald Meerschaert,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,no,Preliminary Card,9,35,1,16,0,0,32,35,,United States,United States,22%,78%
Natália Silva vs Andrea Lee,Natália Silva,Andrea Lee,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,no,Preliminary Card,15,13,5,7,1,0,26,34,,Brazil,United States,10%,90%
Karine Silva vs Maryna Moroz,Karine Silva,Maryna Moroz,UFC 292: Sterling vs. O'Malley,08.19.2023,TD Garden,no,Preliminary Card,16,11,4,4,0,0,29,31,,Brazil,Ukraine,80%,20%
Vicente Luque vs Rafael dos Anjos,Vicente Luque,Rafael dos Anjos,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Main Event,21,32,9,14,1,0,31,38,,Brazil,Brazil,43%,57%
Cub Swanson vs Hakeem Dawodu,Cub Swanson,Hakeem Dawodu,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Co-Main Event,28,13,13,3,0,1,39,32,,United States,Canada,20%,80%
Khalil Rountree Jr. vs Chris Daukaus,Khalil Rountree Jr.,Chris Daukaus,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Main Card,11,12,5,6,0,0,33,33,,United States,United States,87%,13%
Iasmin Lucindo vs Polyana Viana,Iasmin Lucindo,Polyana Viana,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Main Card,14,13,5,5,0,0,21,31,,Brazil,Brazil,58%,42%
AJ Dobson vs Tafon Nchukwi,AJ Dobson,Tafon Nchukwi,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Main Card,6,6,2,3,0,0,31,28,,United States,Cameroon,36%,64%
Josh Fremd vs Jamie Pickett,Josh Fremd,Jamie Pickett,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Main Card,10,13,4,9,0,0,29,34,,United States,United States,10%,90%
Marcus McGhee vs JP Buys,Marcus McGhee,JP Buys,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Preliminary Card,7,9,1,5,0,0,33,27,,United States,South Africa,92%,8%
Terrance McKinney vs Mike Breeden,Terrance McKinney,Mike Breeden,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Preliminary Card,13,10,6,5,0,0,28,34,,United States,United States,6%,94%
Isaac Dulgarian vs Francis Marshall,Isaac Dulgarian,Francis Marshall,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Preliminary Card,5,7,0,1,0,0,27,24,,United States,United States,26%,74%
Martin Buday vs Josh Parisian,Martin Buday,Josh Parisian,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Preliminary Card,12,15,1,6,0,0,31,34,,Slovak Republic,United States,94%,6%
Jaqueline Amorim vs Montserrat Conejo Ruiz,Jaqueline Amorim,Montserrat Conejo Ruiz,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Preliminary Card,6,10,1,2,0,0,28,30,,Brazil,Mexico,74%,26%
Da'Mon Blackshear vs Jose Johnson,Da'Mon Blackshear,Jose Johnson,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Preliminary Card,13,15,5,7,1,0,29,28,,United States,United States,89%,11%
Luana Santos vs Juliana Miller,Luana Santos,Juliana Miller,UFC Fight Night: Luque vs. Dos Anjos,08.12.2023,UFC Apex,no,Preliminary Card,5,3,1,2,0,0,23,27,,Brazil,United States,77%,23%
Cory Sandhagen vs Rob Font,Cory Sandhagen,Rob Font,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Main Event,16,20,4,6,0,0,31,36,,United States,United States,96%,4%
Tatiana Suarez vs Jéssica Andrade,Tatiana Suarez,Jéssica Andrade,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Co-Main Event,9,24,0,11,0,0,32,31,,United States,Brazil,88%,12%
Dustin Jacoby vs Kennedy Nzechukwu,Dustin Jacoby,Kennedy Nzechukwu,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Main Card,18,12,7,3,1,0,35,31,,United States,Nigeria,27%,73%
Diego Lopes vs Gavin Tucker,Diego Lopes,Gavin Tucker,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Main Card,21,13,6,2,0,0,28,37,,Brazil,Canada,23%,77%
Tanner Boser vs Aleksa Camur,Tanner Boser,Aleksa Camur,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Main Card,20,6,10,2,1,0,32,27,,Canada,United States,63%,37%
Ľudovít Klein vs Ignacio Bahamondes,Ľudovít Klein,Ignacio Bahamondes,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Main Card,19,14,4,4,1,0,28,25,,Slovak Republic,Chile,10%,90%
Kyler Phillips vs Raoni Barcelos,Kyler Phillips,Raoni Barcelos,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Preliminary Card,10,17,2,4,0,0,28,36,,United States,Brazil,16%,84%
Carlston Harris vs Jeremiah Wells,Carlston Harris,Jeremiah Wells,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Preliminary Card,18,12,5,2,0,1,36,36,,Guyana,United States,81%,19%
Billy Quarantillo vs Damon Jackson,Billy Quarantillo,Damon Jackson,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Preliminary Card,17,22,5,5,0,1,34,34,,United States,United States,25%,75%
Cody Durden vs Jake Hadley,Cody Durden,Jake Hadley,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Preliminary Card,15,10,4,1,1,0,32,27,,United States,England,81%,19%
Sean Woodson vs Dennis Buzukja,Sean Woodson,Dennis Buzukja,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Preliminary Card,9,11,1,2,1,0,31,25,,United States,United States,70%,30%
Asu Almabaev vs Ode Osbourne,Asu Almabaev,Ode Osbourne,UFC Fight Night: Sandhagen vs. Font,08.05.2023,Bridgestone Arena,no,Preliminary Card,17,12,2,5,0,0,29,31,,Kazakhstan,United States,24%,76%
Justin Gaethje vs Dustin Poirier,Justin Gaethje,Dustin Poirier,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,yes,Main Event,24,29,4,7,0,0,34,34,Vacant,United States,United States,62%,38%
Alex Pereira vs Jan Błachowicz,Alex Pereira,Jan Błachowicz,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Co-Main Event,7,29,2,9,0,1,36,40,,Brazil,Poland,43%,57%
Derrick Lewis vs Marcos Rogério de Lima,Derrick Lewis,Marcos Rogério de Lima,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Main Card,26,21,11,8,0,1,38,38,,United States,Brazil,41%,59%
Bobby Green vs Tony Ferguson,Bobby Green,Tony Ferguson,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Main Card,29,25,14,8,1,0,36,39,,United States,,69%,31%
Kevin Holland vs Michael Chiesa,Kevin Holland,Michael Chiesa,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Main Card,24,16,9,6,0,0,30,35,,United States,United States,25%,75%
Gabriel Bonfim vs Trevin Giles,Gabriel Bonfim,Trevin Giles,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Preliminary Card,14,16,0,4,0,0,25,30,,Brazil,United States,94%,6%
CJ Vergara vs Vinicius Salvador,CJ Vergara,Vinicius Salvador,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Preliminary Card,11,14,4,5,1,0,32,27,,United States,Brazil,23%,77%
Roman Kopylov vs Claudio Ribeiro,Roman Kopylov,Claudio Ribeiro,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Preliminary Card,10,11,2,3,0,0,32,31,,Russia,Brazil,12%,88%
Jake Matthews vs Darrius Flowers,Jake Matthews,Darrius Flowers,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Preliminary Card,18,12,6,5,0,1,28,28,,Australia,United States,87%,13%
Uros Medic vs Matthew Semelsberger,Uros Medic,Matthew Semelsberger,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Preliminary Card,8,11,1,5,0,0,30,30,,Serbia,United States,75%,25%
Miranda Maverick vs Priscila Cachoeira,Miranda Maverick,Priscila Cachoeira,UFC 291: Poirier vs. Gaethje 2,07.29.2023,Vivint Arena,no,Preliminary Card,11,12,5,4,0,0,26,34,,United States,Brazil,72%,28%
Tom Aspinall vs Marcin Tybura,Tom Aspinall,Marcin Tybura,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Main Event,12,24,3,7,0,0,30,37,,England,Poland,6%,94%
Julija Stoliarenko vs Molly McCann,Julija Stoliarenko,Molly McCann,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Co-Main Event,10,13,7,5,1,0,30,33,,Lithuania,England,89%,11%
Nathaniel Wood vs Andre Fili,Nathaniel Wood,Andre Fili,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Main Card,18,22,5,9,0,0,29,33,,England,United States,11%,89%
Paul Craig vs André Muniz,Paul Craig,André Muniz,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Main Card,16,23,6,5,1,0,35,33,,Scotland,Brazil,63%,37%
Fares Ziam vs Jai Herbert,Fares Ziam,Jai Herbert,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Main Card,13,12,4,4,0,1,26,35,,France,England,38%,62%
Lerone Murphy vs Josh Culibao,Lerone Murphy,Josh Culibao,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Main Card,12,11,0,1,1,1,32,29,,England,Australia,79%,21%
Daniel Marcos vs Davey Grant,Daniel Marcos,Davey Grant,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,14,13,0,6,0,0,30,37,,Peru,United Kingdom,57%,43%
Jonny Parsons vs Danny Roberts,Jonny Parsons,Danny Roberts,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,8,18,3,7,0,0,31,36,,United States,United Kingdom,64%,36%
Joel Alvarez vs Marc Diakiese,Joel Alvarez,Marc Diakiese,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,19,16,3,6,0,0,30,30,,Spain,England,87%,13%
Mick Parkin vs Jamal Pogues,Mick Parkin,Jamal Pogues,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,6,10,0,3,0,0,27,27,,England,United States,35%,65%
Makhmud Muradov vs Bryan Barberena,Makhmud Muradov,Bryan Barberena,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,25,18,8,10,0,0,33,34,,Uzbekistan,United States,87%,13%
Ketlen Vieira vs Pannie Kianzad,Ketlen Vieira,Pannie Kianzad,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,13,16,3,6,0,0,31,31,,Brazil,Sweden,86%,14%
Chris Duncan vs Yanal Ashmouz,Chris Duncan,Yanal Ashmouz,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,10,7,1,0,0,0,30,28,,Scotland,Israel,29%,71%
Bruna Brasil vs Shauna Bannon,Bruna Brasil,Shauna Bannon,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,8,5,3,0,1,0,29,29,,Brazil,Ireland,57%,43%
Jafel Filho vs Daniel Barez,Jafel Filho,Daniel Barez,UFC Fight Night: Aspinall vs. Tybura,07.22.2023,O2 Arena,no,Preliminary Card,14,16,3,5,0,0,30,34,,Brazil,Spain,81%,19%
Holly Holm vs Mayra Bueno Silva,,,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Main Event,15,10,6,2,0,1,41,31,,United States,Brazil,69%,31%
Jack Della Maddalena vs Bassil Hafez,Jack Della Maddalena,Bassil Hafez,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Co-Main Event,14,8,2,3,0,1,26,31,,Australia,United States,3%,97%
Francisco Prado vs Ottman Azaitar,Francisco Prado,Ottman Azaitar,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Main Card,11,13,1,1,0,0,21,33,,Argentina,Morocco,49%,51%
Jun Yong Park vs Albert Duraev,Jun Yong Park,Albert Duraev,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Main Card,16,16,5,4,0,0,32,34,,South Korea,Russia,48%,52%
Norma Dumont vs Chelsea Chandler,Norma Dumont,Chelsea Chandler,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Main Card,9,5,2,1,0,0,32,32,,Brazil,United States,78%,22%
Nazim Sadykhov vs Terrance McKinney,Nazim Sadykhov,Terrance McKinney,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Main Card,8,13,1,5,0,0,29,28,,Azerbaijan,United States,46%,54%
Melsik Baghdasaryan vs Tucker Lutz,Melsik Baghdasaryan,Tucker Lutz,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Preliminary Card,7,12,2,3,0,0,31,29,,Armenia,United States,84%,16%
Victoria Dudakova vs Istela Nunes,Victoria Dudakova,Istela Nunes,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Preliminary Card,6,6,0,4,0,0,24,30,,Russia,Brazil,89%,11%
Melquizael Costa vs Austin Lingo,Melquizael Costa,Austin Lingo,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Preliminary Card,19,9,6,2,0,0,26,29,,Brazil,United States,76%,24%
Evan Elder vs Genaro Valdéz,Evan Elder,Genaro Valdéz,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Preliminary Card,7,10,2,2,0,0,26,31,,United States,Mexico,79%,21%
Azat Maksum vs Tyson Nam,Azat Maksum,Tyson Nam,UFC Fight Night: Holm vs. Bueno Silva,07.15.2023,UFC Apex,no,Preliminary Card,16,21,0,13,0,1,28,39,,Kazakhstan,United States,89%,11%
